pid,question
1697,"To make city streets safer, cut the speed limit to 25mph. It has an oversized effect on injuries and deaths. Look at the stats."
1698,Police enforcement to eliminate drugs traffic in 800 block of Rutland Dr.
1699,We need better public transportation
1700,"Stop fighting the outside audit.  Listen to voters and stop bending to the will of developers.  Manage the city, as you were elected to do,  and  stop opining on matters that do not concern the city of  Austin."
1701,"The cost of living in Austin and the surrounding v areas is 100% absurd. Beyond ridiculous. I would do anything to have the ""old Austin"" back."
1702,Clean up Cameron road and no to code next
1703,Please make it affordable to live here again.
1704,"Clear up the traffic flow. Plan ahead so streets don't have to be torn up repeatedly. The flyovers are turning Austin into Chicago, and I don't understand why business owners aren't raising Cain with all the traffic going overhead. It's the same as sending all the traffic on a loop around the city where they don't stop to shop. Austin is great if you are young, love music, and have money. Otherwise, it sort of sucks."
1705,City of Austin bills are totally outrageous.
1706,"Please uphold immigration law, get rid of homeless bums, make room for cars not bikes and reduce city government tremendously. Thank you"
1707,Help keep local businesses thriving.
1708,we need a better bus system some bus routes did not run Mondays if you go to work the bus routes should run all the time and on Monday
1709,Stop the socialist agenda of Greg Casar
1710,"I believed in you until I saw you and council members jumping around, high fiving one another after Lyft and Uber were voted out.  Thousands of people were put out of work.  SICKENING."
1711,Please put in place a green energy program for residential home owners to switch to 100% renewable energy.
1712,"Represent the Citizens of Austin, not developers, corporations, contractors, or any other business interest. Be a true civil servant and not to abuse the position they represent."
1713,"I wish we could get some kind of rail system so that our city was more like other cities that have chosen density as their growth strategy. Also, I feel like people using alternative transportation like e scooters should still have to follow some basic traffic laws. As it stands now, many people riding the e scooters ride on the street, on the sidewalk, and wherever else they like with little predictability. It makes it extremely challenging not to get into an accident with them while I am in my car or as a pedestrian."
1714,"There is a lack of inclusivity for transplants - people moving into the area. There is a feeling that the only way to keep Austin weird is to keep new people out.  One of the wonderful things about Austin is its diversity.  That diversity only happens with new people from different backgrounds moving in. This should be encouraged, not discouraged."
1715,"There are many things I have to say about the City of Austin but the one that most affects my daily life is the quality of roadways from E Riverside Dr heading south. Riverside Dr is in my opinion the worst road to drive on. Montopolis is in dire need of repaving from Grove to Ben White. The sidewalks need to be cleared & there are other trails that need tending to, not just the Lady Bird Lake Hike & Bike Trail. In other words, this entire area has been neglected, other than by contractors & developers."
1716,WORK ON THE TRAFFIC PROBLEM.
1717,"Efficiency, rationality, equality in use of our city dollars"
1718,"Please invest in off road urban mountain bike trails that link Balcones, Gracywoods, and Walnut Creek Parks.  Currently, there is a paved path that links these parks but the addition of off road urban mountain bike trails would be a huge economic benefit to the NW Austin area as cyclists from all over Austin would use this trail system similar to the current extensive trail system of the Greenbelt and spend time in local businesses in NW Austin as a result.
Also, please link the North Walnut Creek paved path to the South Walnut Creek path to provide a safe commuting corridor to cyclists from NW Austin to East and Central Austin."
1719,Audit the books . Would like to see if there is any waste in that 4 billion dollar budget
1720,Please do something about all the homeless people around Slaughter and I35.
1721,Austin has many fabulous qualities but the city is slowly destroying those qualities by allowing developers to build what they want where they want. Fake concern is given to the current citizens to placate but then the approval is given for another tall building that completely blocks out another building and destroys real estate value along with adding to traffic. Even these surveys won't help because the city only wants to show concern. They clearly do not want to take responsibility for massive traffic concerns by taking action. The disregard shown by the city is very hard to fathom.
1722,Get a new job
1723,Get the darn construction jobs under control & done
1724,More shopping downtown because malls are over. Cap metro could offer better service to school. Need more flexible transportation options.
1725,More night time safety measurers downtown.
1726,quit worrying about state and national issues and work on things for Austin
1727,thanks for his hard work
1728,ACTION NEEDS TO BE TAKEN TO REDUCE THE COST OF LIVING. REDUCE THE INFLUENCE OF BIG DEVELOPERS. AND INCREASE THE AMOUNT OF POVERTY FIGHTING SERVICES IN OUR CITY.
1729,"this type of survey leaves a lot of room for bias, discrepancy and inaccuracy."
1730,Please focus on addressing inequality and public transportation within our city. I'd love to see our city apply design thinking to try and find innovative ways to try and address these problems in Austin. Sustainability is also very important to me.
1731,Building affordable is gentrifying neighborhoods is a good idea but still should pay something. Big apartment projects with cheap rent ruin neighborhoods. I don't like MUD's though.
1732,IMPROVE TRAFFIC
1733,GIVE YOUR PRESIDENTS AN EFFECTIVE CITY WIDE LIGHT RAIL SYSTEM FOR COMMUTERS. WE CANNOT AFFORD TO LIVE CLOSE TO OUR JOBS AND WE ARE KILLING THE ENVIRONMENT.
1734,FIX OAK HILL 290/71 TRAFFIC PUT IN FREEWAY OVER PASS.
1735,"I know this is a difficult problem to solve, but the availability of mental health services to the homeless would be a great win for Austin."
1736,SLOW THE GROWTH UNTIL CAN GIVE THOSE ALREADY HERE A BETTER AND MORE AFFORDABLE QUALITY OF LIFE.
1737,Please keep expanding choices in natural and healthy/holistic programs.
1738,Homeless shelter for women.  More cost friendly rent.  More cost appropriate child care.  More cost appropriate healthy food.  Affordable housing for all incomes.  Fix more potholes.
1739,"I love the rate at which Austin is growing and diversifying, however, I'm always concerned at how far behind road and highway development is compared to current population and especially compared to future growth populations.  I feel roads/highway development is always trying to catch up and never done in accordance with future projections for growth."
1740,Get rid of the dockless scooters!  More affordable housing.
1741,The permitting process for small businesses needs to be improved to shorten the amount of time required.
1742,FOCUS ON MOBILITY BECOMING WORSE EACH DAY. DECISIONS MADE TODAY TAKES YEARS TO DEVELOP SO ADVANCED PLANNING IS CRUCIAL.
1743,Austin needs better transportation methods - more public transportation.  Better park management and cleaning.
1744,GET RID OF TAX BREAKS TO BIG CORPORATIONS.
1745,"traffic, population explosion without infrastructure to support it"
1746,NEED TO INCREASE MINIMUM WAGES.
1747,We must redistribute wealth.  Rich get richer.  No more middle class.
1748,PRESERVE SMALL LOCAL BUSINESSES. KEEP AUSTIN LOCAL.
1749,"FOCUS ON RUNNING THE CITY WELL INSTEAD OF PERIPHERAL ISSUES LIKE SACTUARY CITIES, LGBT, DIVISIVE ISSUES.  OUR CITY IS MORE THAN JUST THE WEIRD RESIDENTS."
1750,"support all environmental responsibility development and let a rail system be planned to provide public transportation that is clean fast and reliable without continuous of the eco system by continuous rail/drip more roads, there will never be enough roads to support the growth in Austin"
1751,KEEP OPEN SPACES AND EXPAND RECREATION AREAS. LOVE THE CONCEPT OF TREES AND PLANTS AROUND SHOPPING AREAS.
1752,OUR BUS AND LIGHT RAIL SYSTEM ARE INCONVENIENT FOR MANY BECAUSE OF THEIR LIMITED SERVICE. EXPANDED LATE NIGHT WOULD BE HELPFUL.
1753,METRO RAIL
1754,LOVE THE NEW URBANISH. LOVE AUSTIN SPIRIT. KEEP STANDING UP TO OUR BACKWARD STATE GOVERNMENT. DON'T FORGET FLOOD CONTROL.
1755,"I understand the demand for the cost of infrastructure and the desire for improvement in Austin is high but if property taxes continue to increase at the rate they  have in the past decades, will there be any of the business or people left that make this city great"
1756,LACK OF THE COUNCIL TO EFFICIENTLY ACCOMPLISH THEIR JOB OF MAKING THE CITY RUN AND EXPAND TIMELY TO ACCOMODATE GROWTH.
1757,TRAFFIC PROBLEMS
1758,PRESERVE AUSTINS COSMIC COWBOY CULTURE AND SITES
1759,Make spaces accessible to the performing community.  Almost all accessible arts spaces have shut down due to development and have not reopened due to prohibitive costs.  This will damage the culture of Austin in the long term and drain much of the talent to other cities.
1760,"improve transportation, highways, city streets, public transit, don't let property tax drive people from their homes"
1761,HOME OWNERS SELL THEIR HOMES DUE TO RISING APPRAISALS. SINCE THERE IS NO STATE INCOME TAX PROPERTY TAXES ARE VERY HIGH. AFFORDABLE HOUSING IS TORN DOWN. MILLION DOLLAR HOMES BUILT ON THE LOT AND THE NEXT TAX APPRAISALS MAKES OTHERS HAVE TO SELL.
1762,STOP TALKING DOWN CONFEDERATE STATUS THAT IS PART OF HISTORY PLUS STOP REMOVING SCHOOLS THAT IS ALSO PART OF HISTORY.
1763,TAXES AFFECT NEW HOME OWNERS AND SMALL BUSINESS. MAKES IT DIFFICULT TO STAY HERE.
1764,"listen to area residents who oppose TXDOT plans to put in super hwys that destroy areas like Oak Hill, continue your efforts to make Austin a sanctuary city and place which is safer, cleaner, moving forward instead of backwards"
